date,document_id,open_count
03.03.2020,LAW_125734,1
03.03.2020,LAW_131322,1
03.03.2020,LAW_132275,1
03.03.2020,LAW_139761,1
03.03.2020,LAW_149664,1
03.03.2020,LAW_179705,1
03.03.2020,LAW_182639,1
03.03.2020,LAW_192270,1
03.03.2020,LAW_193395,1
03.03.2020,LAW_200575,1
03.03.2020,LAW_281757,1
03.03.2020,LAW_284305,1
03.03.2020,LAW_286953,1
03.03.2020,LAW_302864,1
03.03.2020,LAW_303486,1
03.03.2020,LAW_319151,1
03.03.2020,LAW_322583,1
03.03.2020,LAW_322657,1
03.03.2020,LAW_323388,1
03.03.2020,LAW_326218,1
03.03.2020,LAW_329320,1
03.03.2020,LAW_331303,1
03.03.2020,LAW_338820,1
03.03.2020,LAW_339282,1
03.03.2020,LAW_339934,1
03.03.2020,LAW_343707,1
03.03.2020,LAW_345467,2
03.03.2020,LAW_347297,1
03.03.2020,LAW_351227,1
03.03.2020,LAW_353480,1
03.03.2020,LAW_354571,1
03.03.2020,LAW_357446,2
03.03.2020,LAW_358825,1
03.03.2020,LAW_361422,1
03.03.2020,LAW_363076,1
03.03.2020,LAW_363805,2
03.03.2020,LAW_365359,1
03.03.2020,LAW_366576,1
03.03.2020,LAW_366846,1
03.03.2020,LAW_367278,1
03.03.2020,LAW_367282,1
03.03.2020,LAW_367630,1
03.03.2020,LAW_368519,1
03.03.2020,LAW_4351,2
03.03.2020,LAW_44517,1
03.03.2020,LAW_52809,1
03.03.2020,LAW_63012,1
03.03.2020,LAW_68582,1
03.03.2020,LAW_74216,1
03.03.2020,LAW_98081,1
03.03.2020,MLAW_118752,1
03.03.2020,MLAW_199118,1
03.03.2020,PAP_34038,1
03.03.2020,PAP_37000,1
03.03.2020,PAP_37143,2
03.03.2020,PAP_45213,1
03.03.2020,PAP_45939,1
03.03.2020,PAP_70663,1
03.03.2020,PAP_84392,1
03.03.2020,PAS_173419,1
03.03.2020,PAS_581099,1
03.03.2020,PBI_118188,1
03.03.2020,PBI_203905,1
03.03.2020,PBI_227100,2
03.03.2020,PBI_237353,1
03.03.2020,PBI_238523,2
03.03.2020,PBI_238553,1
03.03.2020,PBI_239024,1
03.03.2020,PBI_241675,1
03.03.2020,PBI_242540,1
03.03.2020,PBI_242871,2
03.03.2020,PBI_243320,1
03.03.2020,PBI_244463,1
03.03.2020,PBI_245314,1
03.03.2020,PBI_245475,1
03.03.2020,PBI_245760,1
03.03.2020,PBI_246128,1
03.03.2020,PBI_247656,1
03.03.2020,PBI_247658,1
03.03.2020,PBI_247911,1
03.03.2020,PBI_249677,2
03.03.2020,PBI_250464,1
03.03.2020,PBI_253307,1
03.03.2020,PBI_256065,1
03.03.2020,PBI_260584,1
03.03.2020,PBI_261278,1
03.03.2020,PBI_261649,1
03.03.2020,PBI_262725,1
03.03.2020,PBI_265774,1
03.03.2020,PBI_266247,1
03.03.2020,PBI_266415,1
03.03.2020,PBI_271657,2
03.03.2020,PBI_271661,1
03.03.2020,PBI_272164,1
03.03.2020,PBI_272365,1
03.03.2020,PBI_274679,1
03.03.2020,PBI_47959,1
03.03.2020,PDR_53,1
03.03.2020,PGU_21,1
03.03.2020,PKBO_25002,1
03.03.2020,PKBO_30460,1
03.03.2020,PKBO_31734,1
03.03.2020,PKBO_37762,1
03.03.2020,PKBO_38088,1
03.03.2020,PKBO_38947,1
03.03.2020,PKBO_39007,1
03.03.2020,PKBO_39697,1
03.03.2020,PKBO_40816,1
03.03.2020,PKBO_42604,1
03.03.2020,PKBO_43917,1
03.03.2020,PKBO_45936,1
03.03.2020,PKS_21,1
03.03.2020,PKV_439,2
03.03.2020,PPN_31,1
03.03.2020,PPN_34,1
03.03.2020,PPVS_2285,1
03.03.2020,PRJ_175850,1
03.03.2020,PRJ_176290,2
03.03.2020,PRJ_177072,1
03.03.2020,PRJ_177073,1
03.03.2020,PSR_55867,1
03.03.2020,PSR_69051,1
03.03.2020,PSR_71302,2
03.03.2020,PTS_4,1
03.03.2020,QSA_170918,1
03.03.2020,QSA_194440,1
03.03.2020,QSA_196483,1
03.03.2020,QSA_196991,1
03.03.2020,QSBO_18875,1
03.03.2020,QUEST_174244,1
03.03.2020,QUEST_178622,1
03.03.2020,QUEST_185870,2
03.03.2020,QUEST_192490,1
03.03.2020,QUEST_192818,1
03.03.2020,QUEST_195275,1
