date,document_id,open_count
16.01.2020,PBI_262682,1
16.01.2020,PBI_262777,1
16.01.2020,PBI_265473,1
16.01.2020,PBI_270579,1
16.01.2020,PBI_271209,1
16.01.2020,PBI_271455,2
16.01.2020,PBI_272976,1
16.01.2020,PBI_274410,1
16.01.2020,PBI_274786,1
16.01.2020,PBI_275668,1
16.01.2020,PBUN_5,2
16.01.2020,PKBO_21613,1
16.01.2020,PKBO_30141,1
16.01.2020,PKBO_31234,1
16.01.2020,PKBO_31290,1
16.01.2020,PKBO_32651,1
16.01.2020,PKBO_34046,1
16.01.2020,PKBO_35150,1
16.01.2020,PKBO_38150,1
16.01.2020,PKBO_38253,1
16.01.2020,PKBO_39253,1
16.01.2020,PKBO_39551,2
16.01.2020,PKBO_43965,1
16.01.2020,PKBO_44033,1
16.01.2020,PKBO_44760,1
16.01.2020,PKV_13,1
16.01.2020,PPVS_3848,1
16.01.2020,PSP_42,1
16.01.2020,PSR_56792,1
16.01.2020,QSA_188610,1
16.01.2020,QSA_198275,1
16.01.2020,QSBO_18473,1
16.01.2020,QSBO_19257,1
16.01.2020,QSBO_20402,2
16.01.2020,QSOV_192613,1
16.01.2020,QUEST_191236,1
16.01.2020,RLAW053_113911,1
16.01.2020,RLAW053_120681,1
16.01.2020,RLAW053_121481,1
16.01.2020,RLAW053_122157,1
16.01.2020,RLAW053_76513,1
16.01.2020,RLAW053_98616,1
16.01.2020,RLAW077_163399,1
16.01.2020,RLAW077_7057,1
16.01.2020,RLAW123_202185,1
16.01.2020,RLAW123_215251,1
16.01.2020,RLAW123_219761,1
16.01.2020,RLAW123_242116,1
16.01.2020,RLAW123_242178,1
16.01.2020,RLAW123_244780,1
16.01.2020,RLAW224_12403,1
16.01.2020,RLAW224_18122,1
16.01.2020,RLAW224_4231,2
16.01.2020,RLAW224_95743,1
16.01.2020,RLAW411_11011,1
16.01.2020,RLAW411_80813,1
16.01.2020,ROS_211832,3
16.01.2020,RZB_11916,1
16.01.2020,RZB_144422,1
16.01.2020,RZB_158272,1
16.01.2020,RZB_358825,1
16.01.2020,RZB_74482,1
16.01.2020,RZB_83400,1
16.01.2020,RZB_9966,1
16.01.2020,RZR_368636,1
16.02.2020,ACC_45615,2
16.02.2020,ACC_45616,3
16.02.2020,CJI_100759,1
16.02.2020,CJI_107664,1
16.02.2020,CJI_109693,1
16.02.2020,CJI_111073,1
16.02.2020,CJI_113480,1
16.02.2020,CJI_115052,1
16.02.2020,CJI_115056,1
16.02.2020,CJI_115392,1
16.02.2020,CJI_115880,1
16.02.2020,CJI_119722,1
16.02.2020,CJI_120625,1
16.02.2020,CJI_120808,2
16.02.2020,CJI_121239,1
16.02.2020,CJI_123693,1
16.02.2020,CJI_127593,1
16.02.2020,CJI_128542,1
16.02.2020,CJI_128655,1
16.02.2020,CJI_130461,1
16.02.2020,CJI_131930,1
16.02.2020,CJI_132083,1
16.02.2020,CMB_18154,1
16.02.2020,CMB_18495,2
16.02.2020,CMB_18646,1
16.02.2020,CMB_18775,2
16.02.2020,CMB_18786,2
16.02.2020,CMB_18811,1
16.02.2020,CMB_18852,1
16.02.2020,CMB_18879,2
16.02.2020,CMB_18888,1
16.02.2020,CMB_18945,1
16.02.2020,KRBO_3255,1
16.02.2020,LAW_102736,2
16.02.2020,LAW_113505,1
16.02.2020,LAW_140700,2
16.02.2020,LAW_144604,1
16.02.2020,LAW_159673,1
16.02.2020,LAW_207971,1
16.02.2020,LAW_218031,1
16.02.2020,LAW_222642,1
16.02.2020,LAW_251801,1
16.02.2020,LAW_283756,1
16.02.2020,LAW_291649,1
16.02.2020,LAW_292810,1
16.02.2020,LAW_295083,1
16.02.2020,LAW_309507,1
16.02.2020,LAW_317156,1
16.02.2020,LAW_324428,1
16.02.2020,LAW_329264,1
16.02.2020,LAW_336526,1
16.02.2020,LAW_337528,3
16.02.2020,LAW_340211,1
16.02.2020,LAW_340350,1
16.02.2020,LAW_341893,1
16.02.2020,LAW_347173,1
16.02.2020,LAW_347314,1
16.02.2020,LAW_353072,1
16.02.2020,LAW_358812,1
16.02.2020,LAW_358835,1
16.02.2020,LAW_358968,1
16.02.2020,LAW_360204,2
16.02.2020,LAW_360982,1
16.02.2020,LAW_361701,1
16.02.2020,LAW_361808,1
