date,document_id,open_count
24.09.2020,LAW_94628,1
24.09.2020,LAW_96958,1
24.09.2020,LAW_99124,1
24.09.2020,PAP_81125,1
24.09.2020,PAP_91677,1
24.09.2020,PAS_171855,1
24.09.2020,PAS_427582,2
24.09.2020,PAS_432411,1
24.09.2020,PAS_469687,1
24.09.2020,PAS_571409,1
24.09.2020,PAS_572851,1
24.09.2020,PBI_227577,1
24.09.2020,PBI_228405,1
24.09.2020,PBI_236500,1
24.09.2020,PBI_237338,1
24.09.2020,PBI_239798,1
24.09.2020,PBI_246646,1
24.09.2020,PBI_247602,1
24.09.2020,PBI_247938,1
24.09.2020,PBI_247940,1
24.09.2020,PBI_250735,1
24.09.2020,PBI_251817,1
24.09.2020,PBI_253300,1
24.09.2020,PBI_254056,1
24.09.2020,PBI_257664,2
24.09.2020,PBI_259142,1
24.09.2020,PBI_259428,1
24.09.2020,PBI_259969,1
24.09.2020,PBI_260771,1
24.09.2020,PBI_261809,1
24.09.2020,PBI_262076,1
24.09.2020,PBI_263030,1
24.09.2020,PBI_265569,1
24.09.2020,PBI_266013,1
24.09.2020,PBI_270088,1
24.09.2020,PBI_271737,1
24.09.2020,PBI_273836,1
24.09.2020,PBI_275273,1
24.09.2020,PBI_276520,1
24.09.2020,PBI_84561,1
24.09.2020,PBUN_37,1
24.09.2020,PDR_22,1
24.09.2020,PKBO_21843,1
24.09.2020,PKBO_21901,1
24.09.2020,PKBO_26694,1
24.09.2020,PKBO_27594,1
24.09.2020,PKBO_27674,1
24.09.2020,PKBO_31464,1
24.09.2020,PKBO_32015,1
24.09.2020,PKBO_32047,1
24.09.2020,PKBO_32298,1
24.09.2020,PKBO_32705,1
24.09.2020,PKBO_34320,2
24.09.2020,PKBO_35766,1
24.09.2020,PKBO_36614,1
24.09.2020,PKBO_36834,1
24.09.2020,PKBO_38297,1
24.09.2020,PKBO_38658,1
24.09.2020,PKBO_39129,1
24.09.2020,PKBO_39520,1
24.09.2020,PKBO_39688,1
24.09.2020,PKBO_41127,1
24.09.2020,PKBO_41757,1
24.09.2020,PKBO_43520,1
24.09.2020,PKBO_44192,1
24.09.2020,PKV_834,1
24.09.2020,PNPA_62467,1
24.09.2020,PNPA_63394,1
24.09.2020,PPS_41,1
24.09.2020,PRJ_39310,1
24.09.2020,PSP_14,1
24.09.2020,PSR_58187,2
24.09.2020,PSR_75504,1
24.09.2020,PTS_2,1
24.09.2020,QSA_183988,1
24.09.2020,QSBO_20085,1
24.09.2020,QUEST_122358,1
24.09.2020,QUEST_169711,1
24.09.2020,QUEST_177561,1
24.09.2020,QUEST_190226,1
24.09.2020,QUEST_191562,1
24.09.2020,QUEST_192457,1
24.09.2020,QUEST_194013,1
24.09.2020,QUEST_199177,1
24.09.2020,REXP016_10686,1
24.09.2020,REXP016_15227,1
24.09.2020,REXP016_9569,1
24.09.2020,REXP186_11909,1
24.09.2020,REXP186_11954,1
24.09.2020,RLAW016_81637,1
24.09.2020,RLAW016_88152,1
24.09.2020,RLAW016_91243,1
24.09.2020,RLAW016_93399,1
24.09.2020,RLAW016_94472,1
24.09.2020,RLAW123_143642,1
24.09.2020,RLAW123_145144,1
24.09.2020,RLAW123_172741,1
24.09.2020,RLAW123_183362,1
24.09.2020,RLAW123_196486,1
24.09.2020,RLAW123_218525,1
24.09.2020,RLAW123_232839,1
24.09.2020,RLAW140_119193,1
24.09.2020,RLAW140_119877,1
24.09.2020,RLAW140_123954,1
24.09.2020,RLAW140_129049,1
24.09.2020,RLAW140_136894,1
24.09.2020,RLAW140_142242,1
24.09.2020,RLAW186_106375,1
24.09.2020,RLAW186_107121,1
24.09.2020,RLAW404_47368,1
24.09.2020,RLAW404_53394,2
24.09.2020,RLAW404_59712,1
24.09.2020,RLAW404_74087,1
24.09.2020,RLAW404_74436,1
24.09.2020,RLAW411_65608,1
24.09.2020,RZB_367301,3
24.09.2020,RZR_151174,1
24.09.2020,RZR_324358,1
24.09.2020,RZR_324428,1
24.09.2020,RZR_362347,1
24.09.2020,RZR_58074,1
24.09.2020,SOKI_229377,1
24.09.2020,SOPV_393880,2
24.09.2020,SOSB_251021,1
24.09.2020,SOUR_193578,1
24.09.2020,STR_20412,1
24.09.2020,STR_23889,1
24.10.2020,ACC_45614,2
24.10.2020,ACC_45616,5
24.10.2020,ARB_20821,1
24.10.2020,ARB_309263,2
24.10.2020,ARB_352887,1
24.10.2020,ARB_364707,1
24.10.2020,ARB_399071,2
24.10.2020,ARB_549036,2
24.10.2020,ARB_607372,1
24.10.2020,ARB_620632,1
24.10.2020,ARB_631032,1
24.10.2020,CJI_100017,1
24.10.2020,CJI_100058,1
24.10.2020,CJI_101106,1
24.10.2020,CJI_107348,1
24.10.2020,CJI_108538,1
24.10.2020,CJI_109253,1
24.10.2020,CJI_109720,1
24.10.2020,CJI_109728,2
24.10.2020,CJI_110872,1
24.10.2020,CJI_114380,1
24.10.2020,CJI_115652,1
