date,document_id,open_count
15.08.2020,CMB_18961,1
15.08.2020,CMB_6464,3
15.08.2020,DOCS_222255,1
15.08.2020,DOCS_294930,1
15.08.2020,DOF_100382,1
15.08.2020,DOF_100449,1
15.08.2020,DOF_92172,1
15.08.2020,EXP_459234,1
15.08.2020,EXP_484879,1
15.08.2020,EXP_620446,1
15.08.2020,EXP_656214,1
15.08.2020,LAW_120283,1
15.08.2020,LAW_121271,1
15.08.2020,LAW_173010,1
15.08.2020,LAW_17792,1
15.08.2020,LAW_188069,1
15.08.2020,LAW_194816,1
15.08.2020,LAW_199175,1
15.08.2020,LAW_213703,1
15.08.2020,LAW_214524,1
15.08.2020,LAW_21922,1
15.08.2020,LAW_252354,1
15.08.2020,LAW_257053,1
15.08.2020,LAW_286922,1
15.08.2020,LAW_291837,1
15.08.2020,LAW_304609,1
15.08.2020,LAW_314615,1
15.08.2020,LAW_321345,1
15.08.2020,LAW_325307,1
15.08.2020,LAW_334818,1
15.08.2020,LAW_340353,1
15.08.2020,LAW_343530,1
15.08.2020,LAW_345032,1
15.08.2020,LAW_348245,1
15.08.2020,LAW_349136,1
15.08.2020,LAW_353353,1
15.08.2020,LAW_354117,1
15.08.2020,LAW_354561,1
15.08.2020,LAW_357197,1
15.08.2020,LAW_357232,1
15.08.2020,LAW_358825,1
15.08.2020,LAW_361740,1
15.08.2020,LAW_362470,1
15.08.2020,LAW_363973,1
15.08.2020,LAW_365228,1
15.08.2020,LAW_366154,1
15.08.2020,LAW_367301,1
15.08.2020,LAW_368453,1
15.08.2020,LAW_44259,1
15.08.2020,LAW_47587,1
15.08.2020,LAW_47707,1
15.08.2020,LAW_52987,1
15.08.2020,LAW_75265,1
15.08.2020,LAW_85740,1
15.08.2020,MLAW_198622,2
15.08.2020,PAP_13423,1
15.08.2020,PAP_21162,1
15.08.2020,PAP_48010,1
15.08.2020,PAP_5476,1
15.08.2020,PAP_59313,1
15.08.2020,PAP_68678,1
15.08.2020,PAP_73684,1
15.08.2020,PAP_76613,1
15.08.2020,PAP_78804,2
15.08.2020,PAP_8861,1
15.08.2020,PAP_9772,2
15.08.2020,PBI_127764,1
15.08.2020,PBI_200363,1
15.08.2020,PBI_218184,1
15.08.2020,PBI_233957,1
15.08.2020,PBI_233973,1
15.08.2020,PBI_234732,1
15.08.2020,PBI_238266,1
15.08.2020,PBI_239002,1
15.08.2020,PBI_239506,1
15.08.2020,PBI_239565,1
15.08.2020,PBI_242742,2
15.08.2020,PBI_250903,1
15.08.2020,PBI_254826,1
15.08.2020,PBI_255248,1
15.08.2020,PBI_259503,1
15.08.2020,PBI_263436,1
15.08.2020,PBI_267196,1
15.08.2020,PBI_267259,1
15.08.2020,PBI_267261,1
15.08.2020,PBI_273741,2
15.08.2020,PBI_275666,1
15.08.2020,PBI_276596,1
15.08.2020,PBI_99860,1
15.08.2020,PKBO_30295,1
15.08.2020,PKBO_30961,1
15.08.2020,PKBO_32252,1
15.08.2020,PKBO_32328,1
15.08.2020,PKBO_32600,1
15.08.2020,PKBO_34317,1
15.08.2020,PKBO_35209,1
15.08.2020,PKBO_35951,1
15.08.2020,PKBO_36742,1
15.08.2020,PKBO_40679,1
15.08.2020,PKBO_40746,2
15.08.2020,PKBO_40754,1
15.08.2020,PKBO_44000,1
15.08.2020,PKBO_44242,1
15.08.2020,PKBO_44489,1
15.08.2020,PKBO_46423,1
15.08.2020,PKP_66,1
15.08.2020,PKS_31,1
15.08.2020,PKV_201,1
15.08.2020,PNPA_36035,1
15.08.2020,PPN_48,1
15.08.2020,PPN_49,1
15.08.2020,PPN_9,1
15.08.2020,PPVS_1845,1
15.08.2020,PPVS_229,1
15.08.2020,PPVS_986,1
15.08.2020,PSR_61364,1
15.08.2020,PSR_71963,1
15.08.2020,QSA_192313,2
15.08.2020,QSBO_18732,1
15.08.2020,QSBO_20625,1
15.08.2020,QSBO_21346,1
15.08.2020,QSOV_183333,1
15.08.2020,QSOV_185258,1
15.08.2020,QUEST_109462,1
15.08.2020,QUEST_182744,1
15.08.2020,QUEST_184098,1
15.08.2020,QUEST_189043,1
15.08.2020,QUEST_191383,1
15.08.2020,QUEST_194702,1
15.08.2020,QUEST_194864,1
15.08.2020,REXP026_11610,1
15.08.2020,RGSS_43617,1
15.08.2020,RLAW011_28368,3
15.08.2020,RLAW011_33773,1
15.08.2020,RLAW016_14967,1
15.08.2020,RLAW016_19907,1
15.08.2020,RLAW016_27103,1
15.08.2020,RLAW016_74824,1
15.08.2020,RLAW016_87797,1
15.08.2020,RLAW072_105245,2
15.08.2020,RLAW072_153053,2
15.08.2020,RLAW072_88813,2
15.08.2020,RLAW154_72551,1
15.08.2020,RLAW249_16675,1
15.08.2020,RLAW249_16776,1
15.08.2020,RLAW249_18781,1
15.08.2020,RLAW249_19650,1
15.08.2020,RLAW249_79102,1
15.08.2020,RLAW249_79962,1
15.08.2020,RLAW249_80788,1
15.08.2020,RLAW249_80912,1
15.08.2020,RLAW411_151434,1
15.08.2020,RLAW411_53419,2
15.08.2020,RLAW411_63040,2
15.08.2020,RLAW411_6734,1
15.08.2020,RLAW411_70444,1
15.08.2020,RLAW434_27131,2
15.08.2020,RLAW434_28040,1
15.08.2020,RLAW434_9262,1
15.08.2020,RLAW434_9295,1
15.08.2020,RLAW434_9298,1
15.08.2020,RZB_27261,1
15.08.2020,RZB_346719,2
15.08.2020,SARB_130600,2
15.09.2020,ACC_45614,1
15.09.2020,ACC_45615,2
15.09.2020,ACC_45616,6
15.09.2020,ARB_526406,2
15.09.2020,ARB_543571,2
15.09.2020,ARB_558848,1
15.09.2020,ARB_566765,1
15.09.2020,ARB_567712,1
15.09.2020,ARB_579701,2
15.09.2020,ARB_607321,1
15.09.2020,ARB_644098,1
15.09.2020,ARB_644103,1
15.09.2020,BDV_20666,1
15.09.2020,CJI_100990,1
15.09.2020,CJI_105503,1
15.09.2020,CJI_109762,2
15.09.2020,CJI_110262,1
15.09.2020,CJI_110707,1
15.09.2020,CJI_110708,1
15.09.2020,CJI_111766,1
15.09.2020,CJI_113362,1
15.09.2020,CJI_114458,1
15.09.2020,CJI_114900,1
15.09.2020,CJI_115957,1
15.09.2020,CJI_116983,1
15.09.2020,CJI_117332,2
15.09.2020,CJI_118246,1
15.09.2020,CJI_120560,2
15.09.2020,CJI_120670,1
15.09.2020,CJI_120824,1
15.09.2020,CJI_120958,1
15.09.2020,CJI_121675,1
15.09.2020,CJI_122023,1
15.09.2020,CJI_122085,1
15.09.2020,CJI_122185,1
15.09.2020,CJI_124457,1
15.09.2020,CJI_125047,1
15.09.2020,CJI_125908,1
15.09.2020,CJI_125996,1
15.09.2020,CJI_127072,1
15.09.2020,CJI_128149,1
15.09.2020,CJI_129219,1
15.09.2020,CJI_129810,1
