date,document_id,open_count
16.07.2020,LAW_353733,1
16.07.2020,LAW_354885,1
16.07.2020,LAW_355361,1
16.07.2020,LAW_356210,1
16.07.2020,LAW_358825,2
16.07.2020,LAW_358992,1
16.07.2020,LAW_364686,1
16.07.2020,LAW_365675,1
16.07.2020,LAW_368357,1
16.07.2020,LAW_50468,1
16.07.2020,LAW_71268,1
16.07.2020,LAW_9129,1
16.07.2020,MAPS_219154,1
16.07.2020,MARB_1914808,1
16.07.2020,OTN_26008,2
16.07.2020,PAP_19504,1
16.07.2020,PAP_81200,1
16.07.2020,PBI_177516,1
16.07.2020,PBI_212499,1
16.07.2020,PBI_212583,1
16.07.2020,PBI_239042,1
16.07.2020,PBI_243351,1
16.07.2020,PBI_252719,1
16.07.2020,PBI_257459,1
16.07.2020,PBI_257979,1
16.07.2020,PBI_260240,1
16.07.2020,PBI_262655,1
16.07.2020,PBI_263260,1
16.07.2020,PBI_268359,2
16.07.2020,PBI_268912,1
16.07.2020,PBI_270083,1
16.07.2020,PBI_271063,1
16.07.2020,PBI_273980,1
16.07.2020,PBUN_1,1
16.07.2020,PKBO_21788,1
16.07.2020,PKBO_22454,1
16.07.2020,PKBO_31395,2
16.07.2020,PKBO_32652,1
16.07.2020,PKBO_35436,1
16.07.2020,PKBO_38726,1
16.07.2020,PKBO_39138,1
16.07.2020,PKBO_39898,1
16.07.2020,PKBO_40274,1
16.07.2020,PKBO_41757,1
16.07.2020,PKBO_41770,1
16.07.2020,PKBO_44984,1
16.07.2020,PKBO_46518,1
16.07.2020,PKV_14,1
16.07.2020,PNPA_59518,2
16.07.2020,PPS_200,1
16.07.2020,PPS_201,1
16.07.2020,PSR_56308,1
16.07.2020,PSR_58068,1
16.07.2020,PSR_60518,1
16.07.2020,PTS_5,1
16.07.2020,QSBO_19627,1
16.07.2020,RLAW049_116290,1
16.07.2020,RLAW049_123292,1
16.07.2020,RLAW049_129629,1
16.07.2020,RLAW077_111670,1
16.07.2020,RLAW077_122022,1
16.07.2020,RLAW077_142098,1
16.07.2020,RLAW077_142168,2
16.07.2020,RLAW077_158526,1
16.07.2020,RLAW077_160690,1
16.07.2020,RLAW077_164209,1
16.07.2020,RLAW077_164998,1
16.07.2020,RLAW077_166221,1
16.07.2020,RLAW077_167256,2
16.07.2020,RLAW140_102973,1
16.07.2020,RLAW140_109751,1
16.07.2020,RLAW140_127882,1
16.07.2020,RLAW140_142224,1
16.07.2020,RLAW140_93960,1
16.07.2020,RLAW140_96463,1
16.07.2020,RLAW140_99188,1
16.07.2020,RLAW249_11751,1
16.07.2020,RLAW249_12835,1
16.07.2020,RLAW249_14664,1
16.07.2020,RLAW249_39299,1
16.07.2020,RLAW249_62927,1
16.07.2020,RLAW249_75404,1
16.07.2020,RLAW273_52730,1
16.07.2020,RLAW273_56061,1
16.07.2020,RLAW273_56345,1
16.07.2020,RLAW273_57116,1
16.07.2020,RLAW273_57387,1
16.07.2020,RLAW273_57612,1
16.07.2020,RLAW368_54360,2
16.07.2020,RLAW368_64229,1
16.07.2020,RLAW411_156401,1
16.07.2020,RLAW411_30005,1
16.07.2020,RLAW411_32599,1
16.07.2020,RLAW411_69003,2
